time,name,reflectivity,velocity,power,spectrum_width
09:22:12,NGP180213092149.RAWD96N,31,1.600000024,31,1.600000024
09:12:12,NGP180213091201.RAWD96M,30.5,2.220000029,31,2.220000029
09:32:10,NGP180213093208.RAWD96S,30.5,2.460000038,30.5,2.460000038
09:10:13,NGP180213091003.RAWD96L,31,2.089999914,31,2.089999914
11:12:29,NGP180213111201.RAWD97C,30.5,1.970000029,31,1.970000029
09:02:14,NGP180213090201.RAWC9LZ,31.5,1.007874012,32.5,2.463779449
08:30:17,NGP180213083005.RAWD96C,30.5,1.600000024,30.5,1.600000024
09:23:12,NGP180213092253.RAWC9SK,30.5,1.007874012,30.5,2.463779449
08:52:15,NGP180213085208.RAWC9JL,31,1.007874012,31.5,2.217401743
08:40:16,NGP180213084003.RAWC9FF,30.5,1.007874012,31,1.724645615
09:10:13,NGP180213091003.RAWC9NE,31,1.007874012,31,2.094212532
08:52:15,NGP180213085208.RAWD96H,31,2.220000029,31.5,2.220000029
08:20:48,NGP180213082028.RAWD96A,31.5,1.360000014,30.5,1.360000014
09:02:14,NGP180213090201.RAWD96K,31.5,2.460000038,32.5,2.460000038
09:53:08,NGP180213095300.RAWD96W,32,2.460000038,33,2.460000038
08:10:20,NGP180213081009.RAWD968,30.5,7.820000172,31,2.220000029
08:22:18,NGP180213082200.RAWC9BP,31,1.007874012,30.5,2.463779449
09:12:12,NGP180213091201.RAWC9P9,30.5,1.007874012,31,2.217401743
08:00:20,NGP180213080003.RAWD966,31.5,7.820000172,31.5,1.850000024
09:00:14,NGP180213090004.RAWD96J,30.5,1.720000029,30.5,1.720000029
08:50:15,NGP180213085007.RAWC9HS,31.5,1.007874012,32.5,1.47826767
09:23:12,NGP180213092253.RAWD96P,30.5,2.460000038,30.5,2.460000038
08:00:20,NGP180213080003.RAWC966,31.5,1.007874012,31.5,1.847834706
08:12:19,NGP180213081208.RAWC99D,30.5,1.007874012,30.5,2.710157633
08:50:15,NGP180213085007.RAWD96G,31.5,1.480000019,32.5,1.480000019
08:32:17,NGP180213083201.RAWD96D,31,1.970000029,31,1.970000029
08:20:48,NGP180213082028.RAWC9AV,31.5,1.007874012,30.5,1.355078816
07:50:22,NGP180213075003.RAWC93W,30.5,1.007874012,30.5,7.822500229
08:10:20,NGP180213081009.RAWC98J,30.5,1.007874012,31,2.217401743
07:50:22,NGP180213075003.RAWD964,30.5,7.820000172,30.5,7.820000172
08:40:16,NGP180213084003.RAWD96E,30.5,1.720000029,31,1.720000029
08:42:16,NGP180213084201.RAWD96F,31,2.460000038,31,2.460000038
08:02:20,NGP180213080201.RAWC973,31,1.007874012,31,2.463779449
08:22:18,NGP180213082200.RAWD96B,31,2.460000038,30.5,2.460000038
08:30:17,NGP180213083005.RAWC9D5,30.5,1.007874012,30.5,1.601456761
07:20:24,NGP180213072003.RAWC8WZ,30.5,1.007874012,30.5,7.822500229
07:30:24,NGP180213073013.RAWC8Z9,31.5,1.007874012,30.5,7.822500229
09:00:14,NGP180213090004.RAWC9L2,30.5,1.007874012,30.5,1.724645615
08:42:16,NGP180213084201.RAWC9GA,31,1.007874012,31,2.463779449
07:52:22,NGP180213075201.RAWC94R,30.5,1.007874012,30.5,2.463779449
07:00:27,NGP180213070008.RAWC8SA,30.5,1.007874012,31.5,7.822500229
07:20:24,NGP180213072003.RAWD95Y,30.5,7.820000172,30.5,7.820000172
07:30:24,NGP180213073013.RAWD960,31.5,7.820000172,30.5,7.820000172
07:52:22,NGP180213075201.RAWD965,30.5,2.460000038,30.5,2.460000038
07:40:22,NGP180213074008.RAWD962,32.5,7.820000172,30.5,7.820000172
08:32:17,NGP180213083201.RAWC9E0,31,1.007874012,31,1.97102356
07:22:24,NGP180213072200.RAWC8XU,31.5,1.007874012,31,3.202913523
07:40:22,NGP180213074008.RAWC91K,32.5,1.007874012,30.5,7.822500229
07:10:26,NGP180213071005.RAWC8UN,31.5,1.007874012,31.5,7.822500229
09:30:40,NGP180213093011.RAWD96R,30.5,1.909999967,30.5,1.909999967
07:32:24,NGP180213073201.RAWC904,31,1.007874012,30.5,3.202913523
08:12:19,NGP180213081208.RAWD969,30.5,2.710000038,30.5,2.710000038
06:50:28,NGP180213065003.RAWC8P0,30.5,1.007874012,31,7.822500229
07:32:24,NGP180213073201.RAWD961,31,2.710000038,30.5,3.200000048
07:00:27,NGP180213070008.RAWD95U,30.5,2.829999924,31.5,7.820000172
07:02:27,NGP180213070201.RAWC8T7,31.5,1.007874012,30.5,2.463779449
07:10:26,NGP180213071005.RAWD95W,31.5,3.329999924,31.5,7.820000172
06:52:28,NGP180213065201.RAWC8PV,30.5,1.007874012,30.5,1.97102356
07:42:22,NGP180213074208.RAWC92E,30.5,1.007874012,30.5,2.463779449
07:12:26,NGP180213071208.RAWD95X,30.5,2.960000038,30.5,2.460000038
07:22:24,NGP180213072200.RAWD95Z,31.5,2.220000029,31,3.200000048
06:40:29,NGP180213064003.RAWC8LP,31.5,1.007874012,31,7.822500229
07:12:26,NGP180213071208.RAWC8VH,30.5,1.007874012,30.5,2.463779449
06:50:28,NGP180213065003.RAWD95S,30.5,3.819999933,31,7.820000172
06:40:29,NGP180213064003.RAWD95P,31.5,4.429999828,31,7.820000172
06:30:30,NGP180213063003.RAWC8JD,31,1.007874012,31,7.822500229
06:10:32,NGP180213061021.RAWD95H,32.5,7.820000172,30.5,7.820000172
06:10:32,NGP180213061021.RAWC8DN,32.5,1.007874012,30.5,7.822500229
05:40:18,NGP180213054003.RAWD95D,34.5,0.860000014,36.5,0.370000005
05:30:20,NGP180213053004.RAWC88W,50.5,1.007874012,36.5,0.061594486
08:02:20,NGP180213080201.RAWD967,31,2.460000038,31,2.460000038
07:02:27,NGP180213070201.RAWD95V,31.5,2.710000038,30.5,2.460000038
05:52:17,NGP180213055201.RAWD95G,33,2.460000038,30.5,2.460000038
06:22:31,NGP180213062201.RAWC8GY,30.5,1.007874012,31,1.724645615
06:20:31,NGP180213062003.RAWC8G2,31,1.007874012,30.5,7.822500229
05:50:17,NGP180213055003.RAWC8DJ,38.5,1.007874012,36.5,0.739133835
06:52:28,NGP180213065201.RAWD95T,30.5,2.960000038,30.5,1.970000029
07:42:22,NGP180213074208.RAWD963,30.5,2.460000038,30.5,2.460000038
06:32:30,NGP180213063201.RAWD95N,30.5,2.460000038,30.5,2.460000038
05:40:18,NGP180213054003.RAWC8B7,34.5,1.007874012,36.5,0.369566917
06:20:31,NGP180213062003.RAWD95K,31,7.820000172,30.5,7.820000172
05:32:19,NGP180213053201.RAWD95C,30.5,2.220000029,31,1.970000029
05:50:17,NGP180213055003.RAWD95F,38.5,0.74000001,36.5,0.74000001
06:22:31,NGP180213062201.RAWD95L,30.5,1.720000029,31,1.720000029
05:42:18,NGP180213054201.RAWC8C3,30.5,1.007874012,31.5,2.463779449
05:30:20,NGP180213053004.RAWD95B,50.5,0.059999999,36.5,0.059999999
06:42:28,NGP180213064201.RAWC8MJ,30.5,1.007874012,30.5,2.217401743
05:10:21,NGP180213051003.RAWD957,40,0.119999997,37,0.119999997
05:00:23,NGP180213050004.RAWD955,39.5,0.059999999,37.5,0.310000002
06:12:02,NGP180213061201.RAWC8EL,31.5,1.007874012,33,2.710157633
05:10:21,NGP180213051003.RAWC847,40,1.007874012,37,0.123188972
05:32:19,NGP180213053201.RAWC89S,30.5,1.007874012,31,1.97102356
05:22:20,NGP180213052201.RAWD95A,32,2.220000029,31.5,1.970000029
05:20:20,NGP180213052003.RAWC86J,39.5,1.007874012,36,0.061594486
06:32:30,NGP180213063201.RAWC8K8,30.5,1.007874012,30.5,2.463779449
05:02:23,NGP180213050209.RAWD956,30.5,2.710000038,30.5,1.720000029
05:20:20,NGP180213052003.RAWD959,39.5,0.059999999,36,0.059999999
06:30:30,NGP180213063003.RAWD95M,31,7.820000172,31,7.820000172
05:12:21,NGP180213051201.RAWC853,31,1.007874012,31,1.97102356
05:02:23,NGP180213050209.RAWC82S,30.5,1.007874012,30.5,1.724645615
04:52:24,NGP180213045201.RAWD954,32,3.200000048,31,1.720000029
04:52:24,NGP180213045201.RAWC80C,32,1.007874012,31,1.724645615
06:12:02,NGP180213061201.RAWD95J,31.5,2.710000038,33,2.710000038
06:42:28,NGP180213064201.RAWD95R,30.5,2.220000029,30.5,2.220000029
05:00:23,NGP180213050004.RAWC81U,39.5,1.007874012,37.5,0.307972431
05:42:18,NGP180213054201.RAWD95E,30.5,2.460000038,31.5,2.460000038
05:22:20,NGP180213052201.RAWC87E,32,1.007874012,31.5,1.97102356
04:40:25,NGP180213044003.RAWD951,33.5,0.920000017,37,0.920000017
02:50:07,NGP180213025003.RAWD94C,43,0,38.5,0.430000007
04:12:28,NGP180213041208.RAWC7R1,30.5,1.007874012,30.5,2.956535339
04:10:28,NGP180213041003.RAWD94V,36.5,0.119999997,34.5,0.119999997
04:30:26,NGP180213043007.RAWC7UU,31,1.007874012,37,0.061594486
04:30:26,NGP180213043007.RAWD94Z,31,0.059999999,37,0.059999999
04:10:28,NGP180213041003.RAWC7P5,36.5,1.007874012,34.5,0.123188972
04:40:25,NGP180213044003.RAWC7X5,33.5,1.007874012,37,0.923917353
04:42:25,NGP180213044201.RAWC7Y1,31,1.007874012,30.5,1.97102356
02:50:07,NGP180213025003.RAWC74C,43,1.007874012,38.5,0.431161404
05:12:21,NGP180213051201.RAWD958,31,2.710000038,31,1.970000029
04:22:26,NGP180213042200.RAWC7TC,30.5,1.007874012,31,8.130472183
04:32:26,NGP180213043201.RAWD950,31.5,2.220000029,33,1.970000029
04:12:28,NGP180213041208.RAWD94W,30.5,1.720000029,30.5,2.960000038
02:52:07,NGP180213025201.RAWD94D,37.5,8.869999886,32,2.710000038
03:40:31,NGP180213034003.RAWD94N,32,0.920000017,37.5,0.430000007
02:20:10,NGP180213022004.RAWC6XC,32,1.007874012,36,0.123188972
04:22:26,NGP180213042200.RAWD94Y,30.5,2.460000038,31,8.130000114
02:40:08,NGP180213024007.RAWD94A,54,0.119999997,36.5,0.430000007
02:42:08,NGP180213024201.RAWC72X,30.5,1.007874012,31,10.34787369
04:32:26,NGP180213043201.RAWC7VP,31.5,1.007874012,33,1.97102356
04:42:25,NGP180213044201.RAWD952,31,3.200000048,30.5,1.970000029
02:40:08,NGP180213024007.RAWC721,54,1.007874012,36.5,0.431161404
02:42:08,NGP180213024201.RAWD94B,30.5,9.119999886,31,10.35000038
04:02:29,NGP180213040201.RAWC7MP,31.5,1.007874012,32,8.623228073
02:20:10,NGP180213022004.RAWD946,32,0.119999997,36,0.119999997
02:32:09,NGP180213023201.RAWC70K,31.5,1.007874012,32,10.59425163
02:22:10,NGP180213022201.RAWC6Y8,31,1.007874012,32.5,10.34787369
02:10:11,NGP180213021004.RAWC6V1,40,1.007874012,38,0.923917353
03:40:31,NGP180213034003.RAWC7G3,32,1.007874012,37.5,0.431161404
02:22:10,NGP180213022201.RAWD947,31,10.35000038,32.5,10.35000038
02:10:11,NGP180213021004.RAWD944,40,7.820000172,38,0.920000017
02:30:09,NGP180213023003.RAWC6ZP,43.5,1.007874012,34.5,0.369566917
03:30:32,NGP180213033003.RAWC7DS,39,1.007874012,37,0.739133835
03:42:31,NGP180213034201.RAWD94P,30.5,9.359999657,31,8.869999886
02:12:10,NGP180213021201.RAWD945,31.5,10.10000038,31,10.10000038
02:30:09,NGP180213023003.RAWD948,43.5,0.370000005,34.5,0.370000005
03:42:31,NGP180213034201.RAWC7GZ,30.5,1.007874012,31,8.869606972
02:00:12,NGP180213020003.RAWC6SM,38.5,1.007874012,38,0.184783459
03:52:30,NGP180213035201.RAWD94S,31,8.869999886,32,9.119999886
02:00:12,NGP180213020003.RAWD942,38.5,0.180000007,38,0.180000007
03:32:02,NGP180213033201.RAWC7EM,31,1.007874012,30.5,9.115984917
04:02:29,NGP180213040201.RAWD94U,31.5,2.220000029,32,8.619999886
03:22:04,NGP180213032201.RAWC7CA,31,1.007874012,31,8.869606972
02:02:12,NGP180213020209.RAWC6TK,31,1.007874012,30.5,10.34787369
03:10:34,NGP180213031004.RAWD94G,42,0.49000001,35.5,0.370000005
01:40:14,NGP180213014003.RAWC6LZ,30.5,1.007874012,40,0.49275589
03:30:32,NGP180213033003.RAWD94L,39,0.059999999,37,0.74000001
02:32:09,NGP180213023201.RAWD949,31.5,10.59000015,32,10.59000015
02:02:12,NGP180213020209.RAWD943,31,10.35000038,30.5,10.35000038
01:52:13,NGP180213015201.RAWC6R6,31,1.007874012,31,10.34787369
01:52:13,NGP180213015201.RAWD941,31,10.35000038,31,10.35000038
03:10:34,NGP180213031004.RAWC793,42,1.007874012,35.5,0.369566917
01:40:14,NGP180213014003.RAWD93Y,30.5,0.49000001,40,0.49000001
03:32:02,NGP180213033201.RAWD94M,31,8.869999886,30.5,9.119999886
02:12:10,NGP180213021201.RAWC6VX,31.5,1.007874012,31,10.10149574
01:42:14,NGP180213014201.RAWC6MV,31,1.007874012,31,10.10149574
01:42:14,NGP180213014201.RAWD93Z,31,10.10000038,31,10.10000038
01:10:18,NGP180213011003.RAWC6DZ,37,1.007874012,36.5,0.246377945
01:10:18,NGP180213011003.RAWD93S,37,0.430000007,36.5,0.25
01:20:16,NGP180213012003.RAWD93U,39,1.789999962,39,0.550000012
03:12:04,NGP180213031201.RAWC79Z,30.5,1.007874012,31,3.695669413
00:41:50,NGP180213004148.RAWD93K,37,0.370000005,38,0.310000002
00:41:50,NGP180213004148.RAWC66X,37,1.007874012,38,0.307972431
03:12:04,NGP180213031201.RAWD94H,30.5,8.619999886,31,3.700000048
01:22:16,NGP180213012201.RAWC6H6,30.5,1.007874012,30.5,9.608739853
03:02:05,NGP180213030201.RAWC77M,30.5,1.007874012,30.5,10.34787369
03:02:05,NGP180213030201.RAWD94F,30.5,8.869999886,30.5,10.35000038
00:20:23,NGP180213002003.RAWC628,34,1.007874012,38,0.49275589
03:52:30,NGP180213035201.RAWC7KA,31,1.007874012,32,9.115984917
01:20:16,NGP180213012003.RAWC6GA,39,1.007874012,39,0.554350436
01:32:15,NGP180213013201.RAWD93X,31,10.10000038,31.5,10.10000038
01:12:17,NGP180213011208.RAWC6EV,31,1.007874012,31,9.362362862
03:22:04,NGP180213032201.RAWD94K,31,8.869999886,31,8.869999886
01:02:19,NGP180213010201.RAWC6CH,31,1.007874012,31,1.724645615
01:22:16,NGP180213012201.RAWD93V,30.5,9.609999657,30.5,9.609999657
00:43:20,NGP180213004252.RAWC67T,30.5,1.007874012,32,3.449291229
00:43:20,NGP180213004252.RAWD93L,30.5,3.450000048,32,3.450000048
01:32:15,NGP180213013201.RAWC6KH,31,1.007874012,31.5,10.10149574
00:22:22,NGP180213002201.RAWD93G,30.5,2.220000029,30.5,2.220000029
00:20:23,NGP180213002003.RAWD93F,34,0.49000001,38,0.49000001
00:00:25,NGP180213000003.RAWC5XH,41,1.007874012,38,0.369566917
01:02:19,NGP180213010201.RAWD93R,31,0.49000001,31,1.720000029
02:52:07,NGP180213025201.RAWC758,37.5,1.007874012,32,2.710157633
00:12:24,NGP180213001201.RAWC60T,32,1.007874012,30.5,1.231889725
00:52:20,NGP180213005201.RAWC6A4,31.5,1.007874012,30.5,3.942047119
00:32:21,NGP180213003207.RAWD93J,30.5,2.960000038,30.5,2.960000038
01:12:17,NGP180213011208.RAWD93T,31,8.619999886,31,9.359999657
00:02:25,NGP180213000201.RAWC5YF,30.5,1.007874012,31,0.739133835
00:00:25,NGP180213000003.RAWD93B,41,0.370000005,38,0.370000005
00:52:20,NGP180213005201.RAWD93N,31.5,3.940000057,30.5,3.940000057
00:02:25,NGP180213000201.RAWD93C,30.5,0.74000001,31,0.74000001
00:22:22,NGP180213002201.RAWC634,30.5,1.007874012,30.5,2.217401743
00:12:24,NGP180213001201.RAWD93E,32,1.230000019,30.5,1.230000019
00:32:21,NGP180213003207.RAWC65F,30.5,1.007874012,30.5,2.956535339
